ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
EA7F3584D58E3932,electric_bike,2021-12-30 21:59:22,2021-12-30 22:03:14,,,,,41.91,-87.69,41.9,-87.7,member
6CD59ACF5DA77D3D,electric_bike,2021-12-30 21:29:36,2021-12-30 21:39:43,,,,,41.91,-87.67,41.91,-87.69,member
33AA8457BF5F8305,electric_bike,2021-12-30 21:44:04,2021-12-30 21:46:38,,,,,41.91,-87.69,41.91,-87.69,member
55512BB05E95608A,electric_bike,2021-12-18 21:39:10,2021-12-18 21:43:54,,,,,41.9,-87.7,41.9,-87.69,member
D6B8757F14282033,electric_bike,2021-12-07 08:20:33,2021-12-07 08:27:22,,,,,41.93,-87.75,41.92,-87.76,member
1A6B3324E34BEE75,electric_bike,2021-12-07 08:30:55,2021-12-07 08:32:36,,,,,41.92,-87.76,41.92,-87.76,member
7DDCA38DD32D00B7,electric_bike,2021-12-17 12:36:27,2021-12-17 13:16:10,,,,,41.9,-87.7,41.9,-87.7,member
E41C6460576DEF81,electric_bike,2021-12-13 12:47:11,2021-12-13 12:49:54,,,,,41.79,-87.6,41.79,-87.6,member
C6ABCC058A728577,electric_bike,2021-12-13 17:00:35,2021-12-13 17:38:41,,,,,41.87,-87.63,41.8,-87.59,member
6C0FA45CAE6A0558,electric_bike,2021-12-13 11:52:26,2021-12-13 11:54:42,,,,,41.79,-87.6,41.79,-87.6,member
AC3CC8860B5E5269,electric_bike,2021-12-12 16:55:58,2021-12-12 17:06:36,,,,,41.96,-87.68,41.94,-87.67,member
45AC18BD3306D622,electric_bike,2021-12-19 08:04:45,2021-12-19 08:08:38,,,,,41.79,-87.61,41.79,-87.6,member
FA45729599B17B6D,electric_bike,2021-12-19 07:59:39,2021-12-19 08:02:24,,,,,41.79,-87.6,41.79,-87.6,member
64496786C65502A8,electric_bike,2021-12-09 17:04:14,2021-12-09 17:15:03,,,,,41.91,-87.66,41.93,-87.67,member
5C10431C83F419E2,electric_bike,2021-12-08 16:43:46,2021-12-08 16:47:34,,,,,41.9,-87.69,41.9,-87.69,member
81B9563CBA167C44,electric_bike,2021-12-30 19:16:59,2021-12-30 19:22:54,Clark St & Leland Ave,TA1309000014,,,41.96710383333333,-87.66742533333333,41.96,-87.68,member
1F8DA8A410D253B8,electric_bike,2021-12-01 09:26:22,2021-12-01 09:35:02,,,,,41.92,-87.73,41.92,-87.71,member
372190520F39D869,electric_bike,2021-12-23 16:14:14,2021-12-23 16:18:18,,,,,41.9,-87.69,41.9,-87.68,member
56F748889126FAB9,electric_bike,2021-12-09 09:31:51,2021-12-09 09:40:57,,,,,41.8,-87.59,41.79,-87.6,member
CFF80CFDEB2F2688,electric_bike,2021-12-04 13:36:17,2021-12-04 13:43:58,,,,,41.91,-87.63,41.92,-87.65,member
B447817BA426B937,electric_bike,2021-12-10 15:00:33,2021-12-10 15:04:00,,,,,41.83,-87.62,41.84,-87.61,member
1304A3A3169F2AFC,electric_bike,2021-12-06 15:11:48,2021-12-06 15:15:57,,,,,41.8,-87.59,41.8,-87.6,member
822B1A5CBF62BD0D,electric_bike,2021-12-05 22:00:30,2021-12-05 22:05:53,,,,,41.79,-87.6,41.8,-87.6,member
2CF3190848C540B9,electric_bike,2021-12-06 13:53:40,2021-12-06 13:58:21,,,,,41.8,-87.6,41.8,-87.59,member
F503200899BC708A,electric_bike,2021-12-06 00:51:40,2021-12-06 00:53:55,,,,,41.8,-87.61,41.8,-87.6,member
93BA5742E14DF8BA,electric_bike,2021-12-01 09:34:17,2021-12-01 09:35:55,,,,,41.79,-87.6,41.79,-87.6,member
B83423D76056C174,electric_bike,2021-12-18 15:27:07,2021-12-18 15:32:10,,,,,41.95,-87.66,41.95,-87.67,member
1DFCDD84AEE2115C,electric_bike,2021-12-18 15:06:51,2021-12-18 15:12:18,,,,,41.95,-87.67,41.95,-87.66,member
FFB8E5F83D783E4A,electric_bike,2021-12-30 17:45:16,2021-12-30 18:01:24,,,,,41.91,-87.69,41.9,-87.73,member
75F84B7419A7A92E,electric_bike,2021-12-01 18:32:11,2021-12-01 18:36:10,,,,,41.8,-87.6,41.79,-87.6,member
E317F1E547F2258B,electric_bike,2021-12-04 23:24:08,2021-12-04 23:24:20,,,,,41.93,-87.65,41.93,-87.65,member
475D466DB6C9784F,electric_bike,2021-12-06 12:04:30,2021-12-06 12:06:53,,,,,41.79,-87.6,41.79,-87.6,member
AC44F16160993487,electric_bike,2021-12-03 14:19:34,2021-12-03 14:22:37,,,,,41.79,-87.6,41.79,-87.6,member
B9267CC9A927F4EE,electric_bike,2021-12-03 15:35:32,2021-12-03 15:39:53,,,,,41.79,-87.6,41.78,-87.6,member
B41A848BDE421A68,electric_bike,2021-12-07 23:21:30,2021-12-07 23:23:01,,,,,41.93,-87.73,41.93,-87.73,member
203D7B838D3DE3B6,electric_bike,2021-12-25 11:20:29,2021-12-25 12:29:28,,,,,41.92,-87.71,41.91,-87.71,member
5336DBD8A98168AB,electric_bike,2021-12-25 10:52:00,2021-12-25 11:09:38,,,,,41.92,-87.71,41.92,-87.71,member
77B13ED61FFBBC64,electric_bike,2021-12-24 18:45:31,2021-12-24 18:53:50,,,,,41.92,-87.68,41.92,-87.7,member
E6952E62ACF7F587,electric_bike,2021-12-25 16:50:28,2021-12-25 16:58:53,,,,,41.92,-87.7,41.92,-87.68,member
D0B98CD38CE4E7E1,electric_bike,2021-12-25 17:08:13,2021-12-25 17:16:27,,,,,41.92,-87.68,41.92,-87.7,member
5C733AE13CE8A0D8,electric_bike,2021-12-02 03:40:19,2021-12-02 03:44:48,,,,,41.78,-87.6,41.79,-87.6,member
377404A3478BF4D8,electric_bike,2021-12-02 00:25:59,2021-12-02 00:28:04,,,,,41.79,-87.6,41.79,-87.6,member
CBC309D9DF0F1EDE,electric_bike,2021-12-31 13:47:39,2021-12-31 14:13:46,,,,,41.95,-87.65,41.96,-87.72,member
62DFF6F7835EDA2D,electric_bike,2021-12-02 18:01:35,2021-12-02 18:32:15,,,,,41.97,-87.75,41.9,-87.69,member
68792754444FE9D5,electric_bike,2021-12-02 08:49:34,2021-12-02 09:23:33,,,,,41.9,-87.69,41.97,-87.75,member
5828FC56CE501358,electric_bike,2021-12-03 19:12:00,2021-12-03 19:19:51,,,,,41.79,-87.6,41.79,-87.6,member
FC68BCEEF2871C46,electric_bike,2021-12-07 17:28:30,2021-12-07 17:32:01,,,,,41.91,-87.69,41.9,-87.69,member
DB9E28B9620683DC,electric_bike,2021-12-03 10:30:01,2021-12-03 10:39:47,,,,,41.79,-87.6,41.8,-87.59,member
51CA4FA6C9AB6C59,electric_bike,2021-12-03 09:22:30,2021-12-03 09:25:06,,,,,41.79,-87.6,41.79,-87.6,member
99C808029B3027D4,electric_bike,2021-12-15 14:12:28,2021-12-15 14:21:04,,,,,41.8,-87.59,41.8,-87.59,member
A3C544A75CA5E3FA,electric_bike,2021-12-15 17:19:20,2021-12-15 17:28:07,,,,,41.8,-87.59,41.79,-87.6,member
F7F888C309762E45,electric_bike,2021-12-15 09:25:14,2021-12-15 09:30:22,,,,,41.79,-87.6,41.79,-87.6,member
2D2EDC49F9B85E5A,electric_bike,2021-12-07 11:41:46,2021-12-07 11:49:10,,,,,41.8,-87.59,41.79,-87.6,member
F37A6E7E6DBC5AF4,electric_bike,2021-12-07 11:37:49,2021-12-07 11:40:49,,,,,41.8,-87.6,41.8,-87.59,member
1545B117EA052540,electric_bike,2021-12-18 13:07:54,2021-12-18 13:22:51,,,,,41.97,-87.7,41.97,-87.66,member
406EC75ECEB1D804,electric_bike,2021-12-18 12:33:09,2021-12-18 13:07:10,,,,,42.07,-87.72,41.97,-87.7,member
4CCBA7F32A113976,electric_bike,2021-12-18 20:44:19,2021-12-18 20:56:45,,,,,41.95,-87.65,41.95,-87.65,member
C3DD23EF6B66AE6E,electric_bike,2021-12-10 14:33:56,2021-12-10 14:39:20,,,,,41.79,-87.6,41.8,-87.6,member
E0FCEB73FBE527A7,electric_bike,2021-12-09 19:59:52,2021-12-09 20:04:36,,,,,41.79,-87.6,41.8,-87.6,member
AAA83ADE83648E98,electric_bike,2021-12-10 06:09:45,2021-12-10 06:14:12,,,,,41.8,-87.6,41.79,-87.6,member
8A11CC8DEB40EEC0,electric_bike,2021-12-16 17:54:03,2021-12-16 17:54:23,,,,,41.96,-87.75,41.96,-87.75,member
530ECF4DA9423664,electric_bike,2021-12-29 12:36:08,2021-12-29 12:42:15,,,,,41.96,-87.73,41.96,-87.75,member
02488C18A4874C1B,classic_bike,2021-12-14 17:26:05,2021-12-14 17:26:33,Kingsbury St & Kinzie St,KA1503000043,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,41.88917683258,-87.6385057718,member
2F26A642B5E3FACB,classic_bike,2021-12-02 09:38:27,2021-12-02 10:05:52,Michigan Ave & Oak St,13042,Michigan Ave & Oak St,13042,41.90096039,-87.62377664,41.90096039,-87.62377664,casual
15E29AD0134137EA,electric_bike,2021-12-01 11:42:00,2021-12-01 11:46:33,,,,,41.79,-87.59,41.79,-87.6,member
71901B49D21002D8,electric_bike,2021-12-15 12:37:06,2021-12-15 13:39:33,,,,,41.9,-87.66,41.89,-87.64,member
77F02311A05F013E,electric_bike,2021-12-12 10:06:01,2021-12-12 10:10:48,,,,,41.8,-87.59,41.79,-87.6,member
4C511CE3657DA974,electric_bike,2021-12-12 12:10:11,2021-12-12 12:13:50,,,,,41.79,-87.6,41.8,-87.59,member
E1D982A9A26823F2,electric_bike,2021-12-25 14:55:09,2021-12-25 15:14:16,,,,,41.95,-87.65,41.97,-87.66,member
57DCBE1C112A3936,electric_bike,2021-12-14 18:47:07,2021-12-14 18:52:09,,,,,41.79,-87.6,41.8,-87.6,member
11AB009689ABA26E,electric_bike,2021-12-15 04:47:00,2021-12-15 04:52:22,,,,,41.8,-87.6,41.79,-87.6,member
05BB4EC8F0DACB9F,electric_bike,2021-12-16 08:38:26,2021-12-16 08:56:46,,,,,41.89,-87.63,41.89,-87.63,member
6E1E3318E4BF080F,electric_bike,2021-12-08 22:14:52,2021-12-08 22:16:27,,,,,41.79,-87.6,41.79,-87.59,member
C4354FE1528D92DE,electric_bike,2021-12-19 15:20:31,2021-12-19 15:24:54,,,,,41.8,-87.6,41.8,-87.6,member
1C72A8EDF4E43C7A,electric_bike,2021-12-19 15:34:43,2021-12-19 15:39:02,,,,,41.8,-87.6,41.8,-87.6,member
5A3E6023CA9DC7AA,electric_bike,2021-12-08 06:39:08,2021-12-08 06:44:27,,,,,41.8,-87.6,41.79,-87.6,member
FCD4CDAC4D8F1A1B,electric_bike,2021-12-08 12:46:35,2021-12-08 12:52:16,,,,,41.79,-87.6,41.8,-87.6,member
BA095466F67E86A7,electric_bike,2021-12-08 15:52:19,2021-12-08 15:56:53,,,,,41.8,-87.6,41.79,-87.6,member
9DD1456241E4C02D,electric_bike,2021-12-27 10:47:06,2021-12-27 10:54:17,,,,,41.95,-87.65,41.94,-87.65,member
E68FDDAC514536A1,electric_bike,2021-12-09 08:41:11,2021-12-09 08:43:58,,,,,41.94,-87.75,41.94,-87.74,member
6CDED5830D3E7FB9,electric_bike,2021-12-09 17:43:07,2021-12-09 17:48:34,,,,,41.94,-87.75,41.94,-87.77,member
E71937AFB037C03A,electric_bike,2021-12-04 15:06:52,2021-12-04 15:11:26,,,,,41.8,-87.6,41.79,-87.6,member
8053DDA1ED849F4C,electric_bike,2021-12-18 15:59:08,2021-12-18 16:04:07,,,,,41.94,-87.75,41.94,-87.76,member
0D37E33823DAAAC1,electric_bike,2021-12-04 15:26:20,2021-12-04 15:30:44,,,,,41.8,-87.59,41.79,-87.6,member
F12242735632CE5A,electric_bike,2021-12-03 18:19:17,2021-12-03 18:23:58,,,,,41.8,-87.59,41.79,-87.59,member
090A15B83333AFDC,electric_bike,2021-12-01 14:04:13,2021-12-01 14:14:33,,,,,41.91,-87.71,41.93,-87.72,member
7FF77EFB541A0C52,electric_bike,2021-12-01 15:15:43,2021-12-01 15:28:22,,,,,41.93,-87.72,41.91,-87.68,member
C77805252AA6AE0D,electric_bike,2021-12-25 18:32:56,2021-12-25 18:50:34,,,,,41.93,-87.71,41.92,-87.71,member
68F0A3EA1FCCEB32,electric_bike,2021-12-02 09:09:39,2021-12-02 09:09:53,,,,,41.92,-87.7,41.92,-87.7,member
56C9E7A3294F908C,electric_bike,2021-12-11 18:09:21,2021-12-11 18:20:51,,,,,41.92,-87.69,41.9,-87.69,member
D9126AD18BD4E372,electric_bike,2021-12-18 16:58:02,2021-12-18 17:02:31,,,,,41.9,-87.7,41.9,-87.69,member
60A164CBB0B39F5A,electric_bike,2021-12-18 16:24:52,2021-12-18 16:31:31,,,,,41.9,-87.69,41.9,-87.7,member
F317D7E44F392E93,electric_bike,2021-12-16 12:21:22,2021-12-16 12:35:06,,,,,41.88,-87.63,41.89,-87.62,member
AA06B61FAEA67CAD,electric_bike,2021-12-16 11:34:44,2021-12-16 11:37:14,,,,,41.71,-87.66,41.71,-87.67,member
68409F8C96D64429,electric_bike,2021-12-07 18:11:39,2021-12-07 18:18:36,,,,,41.8,-87.6,41.79,-87.6,member
06902C01E4E244F6,electric_bike,2021-12-07 11:22:24,2021-12-07 11:25:27,,,,,41.93,-87.72,41.94,-87.71,member
6B2E43D34BAD132D,electric_bike,2021-12-13 14:32:07,2021-12-13 14:39:56,,,,,41.79,-87.6,41.8,-87.59,member
DE46FAF5C3260512,electric_bike,2021-12-18 13:45:08,2021-12-18 13:50:55,,,,,41.91,-87.71,41.91,-87.7,member
6DD3C1BD1846460C,electric_bike,2021-12-18 15:25:05,2021-12-18 15:27:18,,,,,41.92,-87.7,41.92,-87.7,member
A940ACE5DE46F726,electric_bike,2021-12-18 13:59:49,2021-12-18 14:04:47,,,,,41.91,-87.7,41.91,-87.71,member
AE3216D289911A91,electric_bike,2021-12-18 15:15:50,2021-12-18 15:21:46,,,,,41.91,-87.71,41.92,-87.7,member
175F01DDA438CD53,electric_bike,2021-12-11 20:06:25,2021-12-11 20:22:48,,,,,41.96,-87.7,41.95,-87.75,member
D61DDD155E9A6102,electric_bike,2021-12-11 20:29:07,2021-12-11 20:37:23,,,,,41.95,-87.75,41.95,-87.75,member
8C516302EA3786A8,electric_bike,2021-12-05 17:52:15,2021-12-05 17:57:38,,,,,41.93,-87.72,41.92,-87.72,member
1BA1C33065EBF44D,electric_bike,2021-12-12 13:11:04,2021-12-12 13:15:38,,,,,41.78,-87.6,41.79,-87.6,member
9CEFEE651F6AD7B8,electric_bike,2021-12-12 15:37:25,2021-12-12 15:40:15,,,,,41.79,-87.6,41.78,-87.6,member
A41AD98423CDCB55,electric_bike,2021-12-12 12:44:47,2021-12-12 12:47:39,,,,,41.79,-87.6,41.78,-87.6,member
344F60FCB6EAF6D0,electric_bike,2021-12-12 09:48:37,2021-12-12 09:51:32,,,,,41.79,-87.6,41.79,-87.6,member
713279BA48B5B649,electric_bike,2021-12-15 07:28:54,2021-12-15 07:39:27,,,,,41.99,-87.69,41.97,-87.69,member
979342B5C400407B,electric_bike,2021-12-21 22:49:15,2021-12-21 23:14:49,,,,,41.79,-87.6,41.8,-87.59,member
4C652A1A424E1D12,electric_bike,2021-12-23 11:43:22,2021-12-23 11:47:28,,,,,41.79,-87.59,41.79,-87.6,member
8E7616A682441EF3,electric_bike,2021-12-29 17:11:13,2021-12-29 17:14:07,,,,,41.94,-87.69,41.94,-87.7,member
02548A2C6ADA44CF,electric_bike,2021-12-29 17:01:24,2021-12-29 17:05:39,,,,,41.94,-87.7,41.94,-87.69,member
B0CB21D56173E1C6,electric_bike,2021-12-17 17:38:46,2021-12-17 17:53:39,,,,,41.72,-87.57,41.72,-87.6,member
CB604FA93BDCFBC1,electric_bike,2021-12-17 17:06:54,2021-12-17 17:25:44,,,,,41.72,-87.6,41.72,-87.57,member
9B103DE06724D257,electric_bike,2021-12-16 19:44:45,2021-12-16 19:56:22,,,,,41.72,-87.59,41.72,-87.57,member
CFFB021E246C1861,electric_bike,2021-12-17 16:59:14,2021-12-17 17:06:25,,,,,41.72,-87.6,41.72,-87.6,member
85E876FA897D8727,electric_bike,2021-12-16 20:05:56,2021-12-16 20:36:19,,,,,41.72,-87.57,41.72,-87.6,member
2C8DD29C8DC63207,electric_bike,2021-12-17 16:01:07,2021-12-17 16:04:49,,,,,41.94,-87.74,41.94,-87.74,member
00C5AF3EF2C9F5D5,electric_bike,2021-12-17 16:43:40,2021-12-17 16:50:03,,,,,41.93,-87.76,41.92,-87.75,member
E5F63E469EAE72DB,electric_bike,2021-12-17 16:05:56,2021-12-17 16:42:00,,,,,41.94,-87.74,41.93,-87.76,member
ABE21A78E1C03289,electric_bike,2021-12-09 12:56:37,2021-12-09 13:20:04,,,,,41.94,-87.74,41.94,-87.74,member
BB84294AAEF91787,electric_bike,2021-12-20 17:14:33,2021-12-20 17:19:26,,,,,41.92,-87.75,41.92,-87.75,member
1FD8890C9DD6B874,electric_bike,2021-12-20 12:56:04,2021-12-20 13:10:37,,,,,41.92,-87.75,41.92,-87.75,member
D091554212FA6E2C,electric_bike,2021-12-20 17:00:14,2021-12-20 17:02:36,,,,,41.92,-87.75,41.92,-87.75,member
E7074DCBDB090B20,electric_bike,2021-12-20 13:21:13,2021-12-20 13:26:19,,,,,41.92,-87.75,41.92,-87.75,member
094C04347DCBFA8B,electric_bike,2021-12-04 16:17:50,2021-12-04 16:20:30,,,,,41.92,-87.75,41.92,-87.75,member
7D09ED1367038421,electric_bike,2021-12-04 16:33:58,2021-12-04 16:37:40,,,,,41.92,-87.75,41.92,-87.75,member
A1C100FD66B7206B,electric_bike,2021-12-04 14:06:55,2021-12-04 14:08:47,,,,,41.92,-87.75,41.92,-87.75,member
E2C6200A41136FA2,electric_bike,2021-12-07 20:54:33,2021-12-07 21:02:32,,,,,41.79,-87.63,41.79,-87.65,member
E7E4C7AF99E458AF,electric_bike,2021-12-14 06:56:10,2021-12-14 07:05:01,,,,,41.91,-87.63,41.91,-87.63,member
FE912BA39BDCC79D,electric_bike,2021-12-21 12:37:50,2021-12-21 12:41:47,,,,,41.86,-87.7,41.86,-87.7,member
D127E0DCC5DD491B,electric_bike,2021-12-11 15:55:22,2021-12-11 16:01:09,,,,,41.8,-87.6,41.8,-87.59,member
355E5D0053A75B2C,electric_bike,2021-12-05 01:38:07,2021-12-05 01:40:50,Clark St & Grace St,TA1307000127,,,41.95095966666667,-87.65915466666667,41.95,-87.67,member
861A91930118805B,electric_bike,2021-12-02 12:26:43,2021-12-02 12:28:37,,,Sheridan Rd & Noyes St (NU),604,42.06,-87.68,42.0582335,-87.67748616666667,member
3949A0060A4D1EFE,electric_bike,2021-12-03 15:45:17,2021-12-03 15:53:43,,,,,41.8,-87.59,41.79,-87.6,member
4C2E0E3874B73A9A,electric_bike,2021-12-02 20:42:32,2021-12-02 20:51:06,,,,,41.8,-87.59,41.8,-87.59,member
E973EA43B160C76F,electric_bike,2021-12-03 10:49:31,2021-12-03 10:55:24,,,,,41.79,-87.6,41.8,-87.59,member
BD5252E17936A9E1,electric_bike,2021-12-01 20:10:56,2021-12-01 20:27:30,,,,,41.89,-87.65,41.9,-87.68,member
C0055E2BA8C9A88F,electric_bike,2021-12-02 17:05:41,2021-12-02 17:25:23,,,,,41.86,-87.68,41.89,-87.65,member
A2ADDDD59D84A73B,electric_bike,2021-12-03 22:36:45,2021-12-03 22:41:47,,,,,41.94,-87.67,41.93,-87.67,member
D8B84B6E2B633A62,electric_bike,2021-12-03 19:23:32,2021-12-03 19:36:37,,,,,41.93,-87.67,41.94,-87.65,member
F95DF58F2C7EA5D8,electric_bike,2021-12-03 22:04:51,2021-12-03 22:17:55,,,,,41.94,-87.65,41.94,-87.67,member
388051B96F255A8F,electric_bike,2021-12-10 14:32:56,2021-12-10 14:37:59,,,,,41.93,-87.76,41.92,-87.75,member
0CCB95FA25739A0B,electric_bike,2021-12-10 15:27:05,2021-12-10 15:39:05,,,,,41.92,-87.75,41.92,-87.75,member
271AAED3FD416C6F,electric_bike,2021-12-10 14:55:26,2021-12-10 15:09:44,,,,,41.92,-87.75,41.92,-87.75,member
F8DB89B0385B175C,electric_bike,2021-12-15 17:29:52,2021-12-15 17:48:07,Desplaines St & Kinzie St,TA1306000003,,,41.888491988,-87.644429445,41.93,-87.7,member
F9430DE56DEFB486,electric_bike,2021-12-27 15:56:36,2021-12-27 16:15:50,,,,,41.76,-87.57,41.76,-87.57,member
171869FB54AF0E75,electric_bike,2021-12-27 08:47:11,2021-12-27 08:56:10,,,,,41.76,-87.57,41.76,-87.57,member
66DB006D24EDF02B,electric_bike,2021-12-26 20:50:14,2021-12-26 21:15:37,,,,,41.75,-87.59,41.77,-87.58,member
A311F2BB661F47B4,electric_bike,2021-12-26 19:23:56,2021-12-26 19:28:52,,,,,41.76,-87.59,41.76,-87.57,member
5DB0EB63C52F6A39,electric_bike,2021-12-26 20:02:12,2021-12-26 20:17:18,,,,,41.76,-87.59,41.75,-87.57,member
841CF79200A62811,electric_bike,2021-12-26 20:26:19,2021-12-26 20:35:06,,,,,41.75,-87.57,41.75,-87.59,member
979BFF53B7CCBA64,electric_bike,2021-12-26 19:47:42,2021-12-26 19:51:41,,,,,41.76,-87.57,41.76,-87.59,member
89D436355E2E01DC,electric_bike,2021-12-26 21:20:54,2021-12-26 21:32:25,,,,,41.77,-87.58,41.76,-87.59,member
6FBC98FFC2378BAB,electric_bike,2021-12-26 21:39:52,2021-12-26 21:44:01,,,,,41.76,-87.59,41.76,-87.57,member
E84424FCE751CFB2,electric_bike,2021-12-26 19:13:28,2021-12-26 19:18:52,,,,,41.76,-87.57,41.76,-87.59,member
3ECD0732BD5D00DB,electric_bike,2021-12-27 00:29:50,2021-12-27 00:42:06,,,,,41.76,-87.57,41.76,-87.57,member
DAAE08EA5ABAFC30,electric_bike,2021-12-26 20:36:13,2021-12-26 20:43:06,,,,,41.75,-87.59,41.75,-87.59,member
45CC05E7770C4487,electric_bike,2021-12-02 07:49:27,2021-12-02 07:57:40,,,,,41.8,-87.59,41.79,-87.6,member
A2676B65F17A6DF2,electric_bike,2021-12-05 00:48:55,2021-12-05 00:51:30,,,,,41.78,-87.6,41.79,-87.59,member
F124D1E950FC0BAC,electric_bike,2021-12-18 11:49:18,2021-12-18 11:53:10,,,,,41.94,-87.71,41.93,-87.71,member
D21BBBD8B3857CEB,electric_bike,2021-12-17 19:27:51,2021-12-17 19:35:27,,,,,41.94,-87.71,41.95,-87.73,member
6F82746F784C885E,electric_bike,2021-12-17 21:06:56,2021-12-17 21:13:40,,,,,41.95,-87.73,41.94,-87.71,member
1FC32582300EEC4C,electric_bike,2021-12-18 12:58:40,2021-12-18 13:03:18,,,,,41.93,-87.71,41.94,-87.71,member
417D866A5D5018D4,electric_bike,2021-12-02 11:17:49,2021-12-02 11:42:20,,,,,41.92,-87.73,41.93,-87.73,member
745CCCD9DE895695,electric_bike,2021-12-11 12:40:51,2021-12-11 12:45:04,,,,,41.79,-87.6,41.79,-87.6,member
EC6FFE0AD9D401AA,electric_bike,2021-12-13 05:58:25,2021-12-13 06:08:14,,,,,41.8,-87.59,41.79,-87.6,member
6ACA6E2151486A92,electric_bike,2021-12-01 12:27:17,2021-12-01 12:31:00,,,,,41.79,-87.6,41.8,-87.6,member
8FC6284CE3644CF3,electric_bike,2021-12-01 11:26:20,2021-12-01 11:29:09,,,,,41.79,-87.6,41.79,-87.6,member
7ED8787EE0768360,electric_bike,2021-12-17 19:07:38,2021-12-17 19:12:32,,,,,41.79,-87.58,41.79,-87.58,member
29ADB476DD20B814,electric_bike,2021-12-17 21:25:28,2021-12-17 21:26:35,,,,,41.82,-87.62,41.82,-87.62,member
004D16E50C6F68DF,electric_bike,2021-12-18 05:00:10,2021-12-18 05:11:38,,,,,42.05,-87.68,42.02,-87.69,member
95BDA580C7CEAA5F,electric_bike,2021-12-03 07:15:00,2021-12-03 07:26:21,,,,,41.94,-87.71,41.92,-87.69,member
F1895D430614D90F,electric_bike,2021-12-14 17:23:29,2021-12-14 17:32:00,,,,,41.93,-87.71,41.93,-87.7,member
